SURNAME,TRIBE/ETHNIC GROUP,RA Confidence Level
MBAMWA,mijikenda,3
MBANAEDI,mijikenda,3
MBANE,kamba,2
MBAO,swahili,3
MBARA,meru,2
MBARAK,muslim,2
MBARAKA,swahili,2
MBARARI,embu,2
MBARAWA,luhya,2
MBARITA,luhya,2
MBARITHE,embu,2
MBARO,kikuyu,2
MBARU,meru,2
MBASORA,kisii,1
MBATA,embu,1
MBATHIA,kikuyu,1
MBATIA,kikuyu,2
MBATIAH,kikuyu,3
MBATO,tharaka,2
MBAVU,kamba,2
MBAYAH,luhya,3
MBECA,kamba,1
MBEGI,luhya,3
MBEGO,kisii,3
MBEHELO,luhya,3
MBEHERO,luhya,3
MBEJA,luhya,3
MBEKA,luhya,2
MBELA,taita,2
MBELE,swahili,3
MBELEETE,kamba,1
MBELLE,taveta,1
MBENZI,luhya,2
MBERETHI,mbeere,1
MBESA,kamba,3
MBESEMU,luhya,3
MBETE,mbeere,1
MBETI,kamba,3
MBEVA,luhya,3
MBEVO,kamba,1
MBIA,meru,3
MBICHARI,kisii,3
MBICHI,meru,2
MBICIRI,meru,2
MBICU,kikuyu,2
MBIDHI,luo,3
MBIHILU,luhya,2
MBIIHI,kikuyu,1
MBIIRI,mbeere,1
MBIJA,luo,2
MBIJIWE,meru,3
MBILI,kamba,2
MBILU,kamba,1
MBINDA,kamba,3
MBINDI,kamba,2
MBINDYA,kamba,1
MBINDYO,kamba,3
MBINDYOZ,kamba,3
MBINGI,luhya,3
MBINGU,kamba,2
MBINYA,kamba,1
MBINYO,kamba,3
MBIRA,kamba,2
MBIRI,kikuyu,1
MBIRITHI,kikuyu,3
MBIRITHU,embu,2
MBIRITI,meru,2
MBIRUA,embu,1
MBIRUI,meru,2
MBITA,luo,1
MBITHE,kikuyu,1
MBITHI,kamba,3
MBITHI C,kamba,3
MBITHUKA,kikuyu,1
MBITI,kamba,3
MBITO,luo,1
MBITU,kamba,2
MBITUKA,meru,3
MBIU,kamba,3
MBIVII,kamba,3
MBIVYA,kamba,3
MBIYA,luhya,1
MBODZE,luhya,2
MBOGA,swahili,2
MBOGHO,luhya,2
MBOGICI,kikuyu,1
MBOGOH,kikuyu,3
MBOGOLI,embu,1
MBOGORI,meru,2
MBOGOW,luo,2
MBOGUA,kikuyu,3
MBOGUAH,kikuyu,3
MBOGWA,kikuyu,1
MBOHA,luhya,2
MBOI,kamba,2
MBOKA,kamba,1
MBOMERE,kisii,3
MBONDOH,luo,1
MBONE,luhya,3
MBONGE,swahili,2
MBONGO,embu,1
MBOO,swahili,3
MBOORI,luhya,2
MBORI,luo,3
MBOROKI,meru,2
MBORORHI '     R,luhya,3
MBORU,embu,1
MBOSHE,galla,1
MBOSHO,luhya,2
MBOTE,kamba,1
MBOTELA,swahili,3
MBOTHU,tharaka,1
MBOTYA,kamba,3
MBOVI    '     R,kamba,3
MBOVU,swahili,3
MBOYA,luo,3
MBOYA        O S,kikuyu,3
MBOYAA,luo,2
MBOYI,kamba,3
MBUA,kamba,3
MBUBI,meru,1
MBUCHU,embu,3
MBUCI,kikuyu,3
MBUCIA,meru,2
MBUCO,kikuyu,2
MBUGA',luhya,2
MBUGE,kikuyu,1
MBUGI,kikuyu,3
MBUGOH,kikuyu,1
MBUGU,kikuyu,1
MBUGUA,kikuyu,3
MBUGUAH,kikuyu,3
MBUGUYU,meru,2
MBUGWA,kikuyu,1
MBUIGA,meru,3
MBUITU,embu,2
MBUKO,meru,2
MBUKU,kikuyu,1
MBUKUA,kikuyu,1
MBUKWA,kisii,3
MBULIKHE,luhya,3
MBULISHE,luhya,2
MBUNDE,luo,1
MBUNDU,mijikenda,3
MBUNI',swahili,2
MBUOR,luo,1
MBURAH,taita,3
MBURIA,meru,1
MBURU,kikuyu,3
MBURU       ',kikuyu,2
MBURUGU,embu,1
MBURUGU  ',meru,3
MBURUKU,meru,2
MBURUNGA,meru,2
MBURUU,kikuyu,3
MBUSWA,luhya,2
MBUSYA,kamba,3
MBUTA,luo,3
MBUTHA,kikuyu,3
MBUTHI,kikuyu,1
MBUTHU,kikuyu,1
MBUTHYE,kamba,1
MBUTITI,basuba,1
MBUTO,kamba,3
MBUTSI,luhya,3
MBUU,kamba,2
MBUVA,kamba,1
MBUVE,kamba,2
MBUVI,kamba,3
MBUYA,luo,3
MBUYU,kamba,3
MBWANGA,luhya,1
MBWAVI,luhya,3
MBWAYA,kamba,3
MBWIKA,meru,2
MBWINJERU,embu,3
MBWIRE,kisii,2
MC'AYOYO,luo,3
MCHANA,swahili,3
MCHANGAMWE,mijikenda,2
MCHAWIA,mijikenda,2
MCHEMI,kikuyu,3
MCHESO,luhya,3
MCHIGANI,taita,1
MCHIKA,kisii,2
MCHILI,mijikenda,3
MCHIRI,kikuyu,3
MDAKI,luhya,3
MDATA,mijikenda,1
MDEDE,luhya,3
MDEMI,luhya,2
MDOE,mijikenda,3
MDOGO,swahili,3
MDUDU,swahili,3
MDUMARI,luhya,3
MDUNGA,taita,2
MDUNGI,mijikenda,1
MDURUMA,mijikenda,3
MDZEMBA,mijikenda,2
MDZOMBA,luhya,2
MECHA,mijikenda,2
MECHE,meru,1
MECHI,luhya,1
MEDIDING'I,luhya,1
MEEME,meru,3
MEI,kalenjin,3
MEISEYIEKI,maasai,3
MEITAMEI,sabaot,3
MELELU,kamba,3
MELIL,kalenjin,3
MELLY,kalenjin,3
MELONYIE,kalenjin,1
MELUBO,kisii,2
MELVIN,christian,3
MEMBA,luo,3
MEMETI,luhya,1
MENGECH,kalenjin,3
MENGEWO,kalenjin,1
MENGI,swahili,3
MENGICH,kalenjin,3
MENGICHI,kalenjin,3
MENJI,kalenjin,3
MENJU,meru,2
MENYA,luo,3
MENZAH,swahili,2
MEPUKORI,teso,2
MERAWU,taita,3
MEREI,kalenjin,1
MERENG,turkana,2
MERENGATU,meru,2
MEREPU,maasai,1
MERIKOL,kalenjin,3
MERIKORI,kalenjin,3
MERINGOROK,kalenjin,2
MERINYANG,kalenjin,3
MERIONGOR,kalenjin,3
MERIRISAI,maasai,1
MERKU,,
MEROKA,kisii,1
MERRESHO,masai,3
MERTANY,kalenjin,3
MERTUKEI,sabaot,2
MERUBO,kisii,2
MERUMUNG,pokot,1
MERURU,meu,3
MESA,luhya,1
MESESI,kisii,2
MESHAK,christian,3
MESO,luhya,3
MESUT,kalenjin,3
METET,kalenjin,3
METHA,embu,3
METHO,kalenjin,1
METHU,embu,2
METO,kalenjin,3
METUO,kalenjin,3
MEU,kamba,2
MEUH,meru,2
MFUNGA,mijikenda,2
MFUNYI,mijikenda,2
MFWAYA,luhya,3
MGADI,luhya,2
MGALLA,mijikenda,3
MGALU,luhya,2
MGANDA,luo,3
MGANDAH,luhya,3
MGANDU,luhya,2
MGANGA,taita,3
MGATHE,kikuyu,2
MGAZA,taita,1
MGENDI,luhya,3
MGENI,meru,2
MGESA,luhya,3
MGHANA,swahili,2
MGHANGA,taita,3
MGHENDI,kisii,3
MGHOSI,luhya,3
MGIRIAMA,giriama,1
MGUA,taita,3
MGUTA,luo,2
MGWARE,kisii,1
MHAMBI,luhya,3
MHINI,swahili,3
MIADANGURA,kisii,3
MIANDA,luhya,3
MIBALE,,
MIBEY,kalenjin,3
MICAH,christian,3
MICHAEL,exotic,3
MICHAL,christian,3
MICHANGO,swahili,3
MICHEKI,kikuyu,1
MICHIEKA,kisii,3
MICHIR,kalenjin,3
MICHIRA,luhya,1
MICHIRI,,
MICHOKI,mijikenda,2
MICHUGU,kikuyu,1
MICHUKI,kikuyu,3
MICHURA,luo,2
MICHURI,kikuyu,3
MICUBU,meru,1
MIDAI,luhya,3
MIDALINA,mijikenda,2
MIDAMBA,mbeere,2
MIDAYI,luhya,2
MIDECHA,luhya,3
MIDEKO,luhya,3
MIDEMULE,luhya,2
MIDENGA,luhya,3
MIDENYO,luo,3
MIDEVA,luhya,3
MIDIAN'GA,teso,1
MIDIANGA,luo,3
MIDIDA,luo,1
MIDILA,taita,3
MIDIMO,luhya,3
MIDIMU,luhya,3
MIDUDI,luo,2
MIENCHA,kisii,3
MIGAIDE,luhya,1
MIGALUSIA,luhya,3
MIGANDA,luhya,3
MIGAYA,luhya,3
MIGETA,luhya,1
MIGHULO,luhya,1
MIGIZA,luhya,2
MIGOMA,mijikenda,2
MIGONGO,swahili,3
MIGORI,luhya,2
MIGOSE,kisii,2
MIGOSI      Z'H,kisii,3
MIGOTT,luo,3
MIGUI,meru,2
MIGUN,luo,3
MIGUNA,luo,3
MIGUNDA,luhya,2
MIGUTA,luo,2
MIGWAGI,luo,3
MIGWE,kikuyu,2
MIGWI,kikuyu,3
MIGWI       ',kikuyu,3
MIHASO,luhya,3
MIHEGWA,luhya,3
MIHIATO,luhya,1
MIIGUA,embu,2
MIIMANYARA,meru,3
MIINYINGI,luhya,1
MIIRU,meru,2
MIJONDO,luo,3
MIJUANGA,mijikenda,3
MIJUKA,luo,1
MIKALO,luhya,2
MIKANATHA,meru,2
MIKANGI,luhya,3
MIKHALA,luhya,2
MIKHWANA,luhya,3
MIKIARA,meru,1
MIKIMA,meru,1
MIKUARI,luhya,1
MIKUNGAKI,taita,3
MIKURO,mbeere,2
MIKUZA,luhya,1
MILAI,luo,1
MILANDA,luo,2
MILANYA,luhya,2
MILAVI,luhya,3
MILIGEI,kalenjin,3
MILIKAHO,luhya,1
MILIMO,luhya,3
MILIMUNGI,kamba,2
MILITSA,luhya,3
MILKA,christian,3
MILONDE,luhya,1
MILOYO,luo,2
MILTON,christian,3
MILUANI,luhya,3
MIMBA,swahili,3
MIMBOGA,kisii,1
MINANGA,luhya,3
MINAYE,luhya,2
MINAYOOM,kalenjin,3
MINDHUNE       A,luo,3
MINING,kalenjin,3
MINISHE,luhya,3
MINJILE,kisii,2
MINNING,kalenjin,2
MINTIYA,meru,2
MINYAHO,luhya,3
MINYARU,taita,2
MINYEGA,luhya,2
MINYORI,kikuyu,2
MINYUERE,luhya,2
MIRABI,kisii,2
MIRANGI,meru,1
MIRE,luo,2
MIREGO,luhya,1
MIREMBE,luhya,3
MIRENGA,kikuyu,3
MIRERA,luo,3
MIRIANGA,kisii,2
MIRICHO,meru,2
MIRIERI,meru,3
MIRIKO,kikuyu,1
MIRINGO,kikuyu,2
MIRIRU,kikuyu,2
MIRITI        V,meru,3
MIRO,samburu,1
MIROGI,luo,3
MIRONGA,mijikenda,3
MIRONGA    ',kamba,2
MIRORE,kisii,1
MIROYA,luhya,2
MIRU,meru,3
MIRUKA,luo,3
MIRUNGU,meru,2
MIRURI,kikuyu,3
MISESI,luhya,2
MISIATI,luhya,3
MISIGO,luhya,3
MISIKA,luhya,1
MISIKHU,luhya,3
MISIKO,luhya,3
MISINDALO,luhya,2
MISOLO,kisii,3
MISORE,kisii,3
MISURU,luhya,2
MITALO,luhya,1
MITAMBO,swahili,3
MITAO,luo,1
MITARI,kisii,3
MITE,kamba,1
MITEI,meru,1
MITHEINGO,embu,2
MITHEU,kamba,3
MITHIA,kikuyu,2
MITHIGA,embu,1
MITHIKA        R,meru,3
MITHIRINGI,meru,1
MITHWANI,meru,1
MITI,swahili,2
MITIENG,kalenjin,1
MITINE,meru,3
MITING,kalenjin,3
MITO,luo,2
MITOKO,kamba,3
MITTO,kamba,2
MITUGA,kamba,1
MITUKIA,kamba,2
MITULA,luo,3
MITUNDA,swahili,2
MITWARUCHIU,meru,3
MIWANI,swahili,3
MIWERESA,luhya,3
MIYA,luhya,2
MIYAKI,kisii,2
MIYARE,luo,3
MIYAWA         K,luo,2
MIYIENDA,luo,3
MIYINZI,luhya,3
MIYION,kalenjin,2
MIZENDE,mijikenda,3
MJAHID,muslim,3
MJAMBILI,mijikenda,3
MJAMBILL,swahili,1
MJAWIRI,luhya,1
MJEMA,luhya,2
MJENI,luhya,1
MJUSI,swahili,1
MKACHARO,mijikenda,3
MKAIKAMBA,kamba,2
MKAISI,kisii,1
MKALLA,luhya,3
MKALUMA,lihya,2
MKAMBA,swahili,2
MKAMBE,luhya,2
MKAMBURI,mijikenda,2
MKANDA,swahili,2
MKANGOMBE,taita,1
MKANGULA,luhya,3
MKANYIKA,taita,1
MKARANDO,mijikenda,2
MKASA,luhya,3
MKASHA,mijikenda,3
MKAYA,mijikenda,2
MKEKE,swahili,1
MKENGA,taita,3
MKILINDINI,mijikenda,3
MKIRANI,meru,2
MKIZA,taita,2
MKOKA,luhya,3
MKOKO,luhya,3
MKOMA,kamba,1
MKONDO,kamba,2
MKONGO,luhya,3
MKOSI,swahili,3
MKOTA,luhya,1
MKOYENGI,luhya,1
MKULUGO,taita,1
MKUNGO,swahili,2
MKUNGU,mijikenda,2
MKUSI,taita,1
MKUTANO,swahili,1
MKUU,swahili,3
MKUZI,mijikenda,2
MLALA,luhya,3
MLAMBA,teso,1
MLANDA,luhya,3
MLANGA,luhya,1
MLANGO,swahili,3
MLANYA,luhya,3
MLASHENI,luhya,2
MLECHA,swahili,1
MLEFU,luhya,3
MLEWA,mijikenda,2
MLINTARI,meru,3
MLIWA,luhya,3
MLOMBI,luhya,1
MLONGO,kamba,1
MMADAGO,luhya,3
MMAGOLO,luhya,2
MMASAVA,luhya,1
MMASI,luhya,3
MMATA,meru,1
MMATA',meru,1
MMBADA,luhya,3
MMBADI,luo,3
MMBAI,luo,2
MMBASU,luhya,2
MMBAZI,swahili,1
MMBETSA,luhya,3
MMBOGO,meru,1
MMBOLE,luhya,3
MMBUKA,meru,1
MMERA,meru,2
MMEYWA,meru,1
MMINGA,luhya,3
MMMUTHAMIA,kamba,1
MMPAPALE,luhya,3
MMUCEKE,meru,2
MMUJI,luhya,1
MMWIRABUA,,
MNADANI,luhya,2
MNAKINYAMA,mijikenda,1
MNALA,luhya,3
MNALAULO,luhya,2
MNALO,luhya,3
MNANDI,kalenjin,1
MNANJA,luhya,2
MNDOYE,mijikenda,3
MNDWANYANGE,luhya,3
MNG'ONG'O,luhya,3
MNGARO,luhya,3
MNGOLIA,luhya,2
MNGUMI,kikuyu,3
MNIKASON,masai,2
MNTUALA,luhya,2
MNYAPARA,swahili,3
MNYARO,mijikenda,1
MNYASA,luhya,2
MNYOKU,kamba,3
MOA,kikuyu,2
MOBAGI,kisii,1
MOBEGI,kisii,3
MOBISAH,kisii,3
MOCHABO,kisii,2
MOCHACHE,kisii,3
MOCHAMA,kisii,3
MOCHE,kisii,1
MOCHECHE,kisii,3
MOCHEMI,kisii,3
MOCHENGO,kisii,3
MOCHERE,kisii,3
MOCHIEMO,kisii,3
MOCHONI,kisii,1
MOCHORWA,kasii,1
MOCHUMARI,teso,2
MODHO,kamba,2
MODO,kisii,2
MODOLE,luhya,1
MOECHE,kisii,2
MOEMI,kamba,1
MOENGA,kisii,3
MOGAITO,meru,1
MOGAKA,kisii,3
MOGAKA        B,kisii,2
MOGALO,luo,1
MOGAMBI,embu,2
MOGARE,kisii,3
MOGARU,kisii,1
MOGEKE,kisii,3
MOGENDI,kisii,3
MOGENGO,kisii,2
MOGENI,masai,1
MOGENIH,kisii,2
MOGERE V,kisii,3
MOGESI,kisii,3
MOGI,kikuyu,3
MOGINDA,kisii,2
MOGIRA,kisii,3
MOGIRE,kisii,3
MOGITA,kisii,3
MOGO,luo,3
MOGOI,kikuyu,2
MOGOKI,kisii,2
MOGOKO,kisii,3
MOGON,kalenjin,3
MOGORO,kisii,2
MOGOYI,luhya,3
MOGUNDE,kisii,2
MOGUSU,kisii,1
MOGWAMBO,kisii,2
MOGWANJA,kikuyu,3
MOHA FE,turkana,2
MOHAAUD,swahili,3
MOHABE,kisii,2
MOHAGACHI,luhya,1
MOHAMAED,muslim,3
MOHAME D,muslim,3
MOHAMED   U T H,arab,3
MOHAMED M,arab,2
MOHAMEDD,swahili,2
MOHAMMAD,muslim,3
MOHAMUD,arab,3
MOHMUD,muslim,3
MOHOCHI,kisii,2
MOHU,kikuyu,1
MOI,kalenjin,3
MOIBEN,kalenjin,3
MOIKOYO,kisii,1
MOIMET,kalenjin,3
MOINDI,kalenjin,3
MOIPARA,kalenjin,1
MOIPEI,maasai,3
MOIRO,kisii,1
MOIRURUKI,maasai,2
MOITO,kalenjin,2
MOIYARE,kisii,1
MOIYO,kalenjin,3
MOIYWO,kalenjin,3
MOKAMBA,kisii,2
MOKANO,,
MOKANUNDA,kamba,3
MOKEBO,kisii,2
MOKENI,kalenjin,2
MOKERA,kisii,2
MOKERI,kisii,3
MOKIONE,embu,2
MOKOBIA,luhya,2
MOKOMBA,kisii,2
MOKONO,kuria,1
MOKORA,kisii,2
MOKORONIA,kikuyu,2
MOKUA,kisii,3
MOKUHA,kikuyu,3
MOKWANYI,kisii,3
MOKWERI,kisii,3
MOLA,mijikenda,2
MOLEL,kalenjin,3
MOLO,kalenjin,2
MOLONZA,kamba,3
MOMANY,kisii,1
MOMANYI       N,kisii,2
MOMANYI      ',kisii,1
MOMBINYA,kisii,1
MOMBO,luhya,1
MOMOL,kalenjin,3
MONANKA,kisii,1
MONARI,kisii,3
MONAYO,luhya,2
MONCHARI,kisii,3
MONG RE,kisii,3
MONG'ARE,kisii,3
MONG'AYO,kisii,3
MONG'ERI,kisii,2
MONG'INA,kisii,2
MONG'ITI,kisii,1
MONGARE,kisii,3
MONGARORA,kisii,1
MONGERI,kisii,3
MONGINA,kisii,3
MONGITI,kisii,3
MONICA,christian,3
MONTALAL,kalenjn,3
MONYANCHA,kisii,2
MONYANGI,kisii,2
MONYE,luo,3
MONYEKA,meru,3
MONYONCHO,kisii,3
MONYORO,kisii,1
MONYWOKI,kamba,3
MOONWA,mijikenda,2
MOPES,maasai,1
MORAA,kisii,3
MORABA,kisii,2
MORACHA,kisii,2
MORAGWA,kisii,2
MORAH,kisii,3
MORANDE,kisii,1
MORANGA,kisii,3
MORANGI,embu,2
MORBURAN,kalenjin,2
MORDON,exotic,3
MOREBU,samburu,1
MOREKA,kisii,3
MOREKWA,meru,2
MORENDI,kisii,2
MORERE,kisii,3
MORESBINI,kalenjin,2
MOREU,kisii,2
MORIA I,kisii,2
MORIASI,kisii,3
MORIBE,kisii,3
MORIJOI,kalenjin,3
MORIKE,kisii,3
MORIS     -,christian,3
MORISIN,kalenjin,2
MORITIM,kalenjin,2
MOROGIT,kalenjin,3
MOROKO,kisii,2
MORRIS,christian,3
MORROGO,kisii,1
MORU,kalenjin,3
MORUNYANG,pokot,3
MORURI,kisii,3
MORWASE,kisii,1
MOSAREMO,kisii,2
MOSBEI,kalenjin,3
MOSERI,kisii,1
MOSES,christian,3
MOSHI,swahili,1
MOSIANY,kalenjin,2
MOSIERE,kisii,3
MOSIGISI,kisii,3
MOSIMA,kisii,3
MOSIRIGWA,kisii,3
MOSIRO,kisii,2
MOSITET,kalenjin,3
MOSOI,kalenjin,3
MOSOIN,kalenjn,3
MOSOMI,kisii,3
MOSON K,kalenjin,3
MOSONG,kalenjin,3
MOSONIK,kalenjin,2
MOSOP,kalenjin,3
MOSOSI,kisii,2
MOSOTA,kisii,3
MOSUU,kisii,1
MOTABO,kisii,2
MOTACHI,kisii,3
MOTATIRO,mijikenda,3
MOTENDE,kisii,1
MOTH,luo,3
MOTI,kamba,1
MOTIKA,kisii,2
MOTINGWONY,kalenjin,2
MOTINYIT,kalenjin,1
MOTOINE,meru,2
MOTOKE,luhya,2
MOTONDI,kisii,2
MOTUI,meru,1
MOTURI,kisii,3
MOTURIO,turkana,1
MOTWANO,kikuyu,3
MOUKO,luo,2
MOUSLEY,exotic,3
MOYA,turkana,1
MOYAI,luhya,2
MOYI,luhya,3
MOYO,swahili,3
MPANDI,luhya,3
MPANGAJI,swahili,3
MPAPALE,luhya,3
MPASHO,swahili,3
MPASUAKUNI,swahili,3
MPATE,swahili,3
MPEKETHU,meru,3
MPIGABAO,mijikenda,1
MPINDI,taita,2
MPONGWE,luhya,2
MPORUKEI,maasai,1
MPURIA,meru,1
MPUTE,swahili,3
MPUZI,swahili,2
MRABA,luhya,1
MRAMBA,mijikenda,1
MRAMBAH,meru,3
MRAMERU,meru,2
MRANGA,kikuyu,3
MRANGI,meru,2
MRANJA,teso,2
MRANZI,taita,1
MREFU,swahili,3
MREJE,swahili,2
MREMA,meru,3
MRETO,rendile,2
MRIISA,kuria,3
MRIMA,meru,1
MRIMI,kikuyu,3
MRINTWARA,meru,2
MRIRA,embu,1
MRISA,taita,2
MSAFARI,swahili,3
MSAFIRI,taita,2
MSAGHA,luhya,2
MSAKIJO,mijikenda,3
MSALAGANI,mijikenda,2
MSANZU,luhya,1
MSAVULA,taita,2
MSEMCHI,luhya,3
MSENYA,luhya,3
MSETI,luhya,3
MSHAI,mijikenda,1
MSHAMBA,luhya,2
MSHANGAMA,mijikenda,3
MSHENGA,swahili,3
MSHIHIRI,taita,3
MSINCHA,mijikenda,2
MSOZA,luhya,2
MSULA,luo,2
MSUMBA,luo,3
MSWAHILI,swahili,3
MTAMA,swahili,3
MTANDA,luhya,2
MTASHIWA,mijikenda,2
MTAVA,kamba,2
MTAWA,kamba,3
MTAWAZO,swahili,2
MTENDA,taita,2
MTERWA,mijikenda,3
MTEVU,kamba,2
MTHOKA,kamba,3
MTINDA,kamba,2
MTISYA,kamba,3
MTITA,mijikenda,2
MTOMKWONGO,meru,2
MTONCUU,meru,3
MTONGWA,kamba,2
MTOTO,swahili,3
MTSAKWA,luhya,2
MTSOMA,mijikenda,3
MTSONGA,mijikenda,2
MTSONGAH,luhya,2
MTSUKO,mijikenda,2
MTSUMI,luhya,1
MTSUNGA,mijikenda,3
MTULA,kamba,3
MTUMWA,swahili,3
MTURI,meru,3
MTURIBI,meru,1
MTUTA,taita,2
MTUWETA,luhya,3
MTWAMWARI,meru,3
MTWIGA,meru,1
MU EGI,meru,2
MUAKA,luhya,1
MUALUKI,kamba,2
MUANZA,kamba,3
MUARARE,luhya,3
MUASIA,kamba,3
MUASYA,kamba,3
MUATHA,kamba,3
MUATHI,kikuyu,3
MUAUKA,kisii,2
MUBANGI,luhya,2
MUBENDO,luhya,1
MUBILO,kamba,1
MUBISHI,swahili,3
MUBISI,luhya,3
MUBOKI,kamba,1
MUCAKU,kamba,2
MUCARA,kikuyu,2
MUCEBIU,embu,2
MUCECE,kamba,2
MUCEE,kikuyu,2
MUCEMBEI,kikuyu,1
MUCEMBI,kamba,3
MUCEMI,kikuyu,3
MUCENE,kikuyu,3
MUCHAKI,luhya,3
MUCHALWA,teso,1
MUCHAMA,kisii,1
MUCHAMI,kikuyu,1
MUCHANA,swahili,3
MUCHANGA,luhya,2
MUCHANGI,embu,2
MUCHANJI,meru,2
MUCHARIA,kikuyu,1
MUCHASI,luhya,2
MUCHAU,kikuyu,3
MUCHEKE  '     R,kikuyu,3
MUCHELULE,luhya,3
MUCHEMA,kikuyu,2
MUCHEMBE,luhya,1
MUCHENDE,luhya,3
MUCHENE,kikuyu,2
MUCHENGI,kikuyu,3
MUCHENI,luhya,3
MUCHENYA,luhya,3
MUCHERE,luhya,3
MUCHERU,kikuyu,3
MUCHESI,luhya,3
MUCHESIA,luhya,1
MUCHEYITSI,luhya,3
MUCHIBI,luhya,1
MUCHIEMI,kikuyu,2
MUCHIKA,luhya,3
MUCHIKHA,kisii,2
MUCHIKO,kikuyu,2
MUCHINA,kikuyu,3
MUCHINJI,luhya,3
MUCHIRA,luhya,1
MUCHIRI,kikuyu,3
MUCHIRI  ',kikuyu,3
MUCHISU,kamba,1
MUCHOGU,kikuyu,2
MUCHOHI,luhya,2
MUCHOKI    B,kikuyu,3
MUCHOMBA,luhya,3
MUCHORA,tharaka,2
MUCHOYA,kikuyu,2
MUCHUE,luhya,2
MUCHUGU,meru,1
MUCHUHA,kikuyu,2
MUCHUHI,kikuyu,3
MUCHUKA,kikuyu,3
MUCHUKI,kikuyu,3
MUCHUMA,kikuyu,2
MUCHUME,meru,2
MUCHUNGA,meru,2
MUCHUNGE,luhya,2
MUCHUNGU,luhya,1
MUCHUNI,kikuyu,2
MUCHUNU,kikuyu,3
MUCHURIA,kikuyu,1
MUCHURIKU,mijikenda,1
MUCHUSU,luhya,1
MUCHUUGU,meru,3
MUCHWANJU,luhya,1
MUCHWENGE,kikuyu,1
MUCHWINGI,luhya,1
MUCIGI,kikuyu,3
MUCIRA,kikuyu,2
MUCIRI,kikuyu,2
MUCIRU,kikuyu,3
MUCOKI,kikuyu,3
MUCUBU,meru,1
MUCUE,kikuyu,3
MUCUGIA,kikuyu,3
MUCUGU,kikuyu,3
MUCUKU,kikuyu,3
MUCUNU,meru,2
MUCYIMI,kamba,2
MUDA,swahili,1
MUDAKA,luhya,3
MUDAKI,luhya,3
MUDALI,luhya,3
MUDALUNGU,luhya,3
MUDAMBO,luhya,3
MUDANGANYIKA,luhya,3
MUDANYA,luhya,3
MUDANYA F,luhya,1
MUDANYI,luhya,3
MUDASHI,mijikenda,2
MUDAVE,luhya,3
MUDAYE,luhya,3
MUDEHELI,luhya,3
MUDEKERE,luhya,1
MUDEMBA,luhya,1
MUDEMBEI,luhya,3
MUDENDEI,luhya,2
MUDENGANI,luhya,3
MUDENGE,luhya,3
MUDENGEYE,luhya,3
MUDENYO,luhya,3
MUDEREMA,luhya,3
MUDERUA,luhya,3
MUDHAYI,luhya,1
MUDHE,mijikenda,2
MUDHENGI,luhya,3
MUDHO,luo,3
MUDHUNE,luo,3
MUDIBO,luhya,3
MUDIGU,luhya,3
MUDINYU,luhya,3
MUDOGO,luhya,3
MUDOKO,luhya,1
MUDOME,luhya,3
MUDONDO,luhya,3
MUDONGO,luhya,1
MUDONGOI,luhya,3
MUDORA,kikuyu,1
MUDUMA,luhya,2
MUDURI,mijikenda,3
MUE,kamba,1
MUEKE,kamba,3
MUEMBU,kisii,2
MUENDO   '     R,kamba,3
MUENI,kamba,2
MUESI,luhya,3
MUETI,meru,1
MUFULA,luhya,1
MUFUPI,luhya,3
MUFWOLOVO,luhya,1
MUGABI,luhya,3
MUGACHIA,embu,1
MUGADI,luhya,1
MUGADIA,luhya,3
MUGAH,luo,3
MUGAISI,luhya,3
MUGAIWA,luhya,2
MUGAIZI,luhya,3
MUGALA,luhya,3
MUGALANI,luhya,3
MUGALI,luhya,3
MUGALO,luhya,1
MUGAMANGI,luhya,2
MUGAMBE,luhya,1
MUGAMBI,embu,2
MUGAMBWA,taita,3
MUGAMI,meru,3
MUGANDA,luhya,3
MUGANDIA,luhya,3
MUGANGAI,luhya,3
MUGANGULA,luhya,1
MUGAO,swahili,3
MUGARA,kisii,1
MUGARAGARO,swahili,3
MUGASHA,meru,1
MUGATHA,kikuyu,2
MUGATSIA,luhya,3
MUGAZIA,luhya,3
MUGECHA,meru,2
MUGEDO,luhya,3
MUGEKA,meru,3
MUGELLA,luhya,2
MUGEMI,luhya,2
MUGEND,kisii,1
MUGENDI,luhya,3
MUGENGE,teso,1
MUGENI,luhya,3
MUGENYA,luhya,2
MUGERA,meru,1
MUGERE,kikuyu,3
MUGETHA,kikuyu,3
MUGETHI,kikuyu,3
MUGIDOSI,luhya,3
MUGIIKA,meru,2
MUGIIRIA,meru,3
MUGIKO,kikuyu,2
MUGIKUU,luhya,1
MUGINI,meru,1
MUGIRA,luhya,1
MUGIRO,kikuyu,1
MUGIRWA,mbeere,2
MUGO           D,kikuyu,3
MUGO     ',kikuyu,3
MUGOFWA,mijikenda,2
MUGOH,kikuyu,3
MUGOHE,kikuyu,1
MUGOMA,luhya,2
MUGONDU,meru,3
MUGOTIZA,taita,1
MUGOVERO,luhya,3
MUGOYANI,luhya,3
MUGOYE,kisii,1
MUGOYIA,kikuyu,3
MUGUAMBA,meru,2
MUGUATHI,meru,1
MUGUCHIA,meru,1
MUGUCHU,kikuyu,3
MUGUIKA,meru,3
MUGUIMI,meru,2
MUGUKU,meru,1
MUGULA,luhya,1
MUGUMBE,luhya,1
MUGUMO,kikuyu,3
